file,owning_package,package_declared_from_compiler,static_import_reachable,block_graph_role,reason,observed_build_state,derived_submodule,artifact
sev_compiler/mir/cfg/block.sev,sev_compiler/mir/cfg,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/cfg/branch.sev,sev_compiler/mir/cfg,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/cfg/cfg.sev,sev_compiler/mir/cfg,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/cfg/control_flow.sev,sev_compiler/mir/cfg,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/cfg/dominance.sev,sev_compiler/mir/cfg,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/cfg/effects.sev,sev_compiler/mir/cfg,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/cfg/lazy.sev,sev_compiler/mir/cfg,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/mir/src/agent_ir.sev,sev_compiler/mir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/mir/src/aggregate.sev,sev_compiler/mir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/mir/src/build/mod.sev,sev_compiler/mir,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/mir/src/callable.sev,sev_compiler/mir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/mir/src/cfg.sev,sev_compiler/mir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/mir/src/hierarchy_ir.sev,sev_compiler/mir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/mir/src/lib.sev,sev_compiler/mir,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/mir/src/passes.sev,sev_compiler/mir,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/mir/src/quality.sev,sev_compiler/mir,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/mir/src/semantic_graph.sev,sev_compiler/mir,yes,yes,legacy graph builder,derives callable/trait dependencies after MIR lowering,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/mir/src/verify.sev,sev_compiler/mir,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/ownership/ownership/src/cfg.sev,sev_compiler/mir/ownership,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/ownership/ownership/src/effects.sev,sev_compiler/mir/ownership,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/ownership/ownership/src/initialization.sev,sev_compiler/mir/ownership,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/ownership/ownership/src/lib.sev,sev_compiler/mir/ownership,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/ownership/ownership/src/loans.sev,sev_compiler/mir/ownership,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/ownership/ownership/src/places.sev,sev_compiler/mir/ownership,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/ownership/ownership/src/plan.sev,sev_compiler/mir/ownership,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/ownership/ownership/src/provenance.sev,sev_compiler/mir/ownership,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/mir/ownership/ownership/src/validate/mod.sev,sev_compiler/mir/ownership,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/pipeline.sev,sev_compiler,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/sev_compiler/src/main.sev,sev_compiler,yes,yes,inspection entry,--emit blocks dispatch; normal compile path remains separate,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/block/block.sev,sev_compiler/syntax,yes,yes,block model,"B, Block, BlockFile and supplied BlockSyntax declarations",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/constraint/dispatch.sev,sev_compiler/syntax,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/constraint/graph.sev,sev_compiler/syntax,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/constraint/model.sev,sev_compiler/syntax,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/constraint/proof.sev,sev_compiler/syntax,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/constraint/refinement.sev,sev_compiler/syntax,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/diagnostics/diagnostics/src/lib.sev,sev_compiler/syntax/diagnostics,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/function/function.sev,sev_compiler/syntax,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/function/lowering.sev,sev_compiler/syntax,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/function/syntax.sev,sev_compiler/syntax,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/function/trait.sev,sev_compiler/syntax,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/grammar/contracts.sev,sev_compiler/syntax,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/grammar/grammar.sev,sev_compiler/syntax,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/array/array.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/array/storage.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/array/tests/characters.sev,sev_compiler/syntax/primitive,yes,no,test or example source,"separate fixture/example, not a normal-build source root",not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/bool/bool.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/bytes/bytes.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/catalog.sev,sev_compiler/syntax/primitive,yes,yes,literal catalog,primitive descriptors,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/char/char.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/char/encoding.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/char/units.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/char/utf8.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/contract.sev,sev_compiler/syntax/primitive,yes,yes,literal contract,LiteralBinding and primitive metadata,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/declarations.sev,sev_compiler/syntax/primitive,yes,yes,literal declarations,source declarations define literal bindings,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/enum/enum.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/error/error.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/float/float.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/int/int.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/iterator/iterator.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/literal.sev,sev_compiler/syntax/primitive,yes,yes,literal resolution,literal_from_providers; consumed primitive dependencies registered by HIR API,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/number.sev,sev_compiler/syntax/primitive,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/numeric/conversion.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/numeric/operators.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/numeric/power.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/pointer/pointer.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/primitive/src/lib.sev,sev_compiler/syntax/primitive,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/primitive.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/string/core.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/string/format.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/string/intrinsics.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/string/methods.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/string/storage.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/string/string.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/string/string_lists.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/tuple/tuple.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/primitive/units/units.sev,sev_compiler/syntax/primitive,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/sentence/sentence.sev,sev_compiler/syntax,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/sentence/syntax.sev,sev_compiler/syntax,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/symbol/symbol.sev,sev_compiler/syntax,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/syntax/src/lib.sev,sev_compiler/syntax,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/type/annotation.sev,sev_compiler/syntax,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/type/integer_spelling.sev,sev_compiler/syntax,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/type/scalar_conversion.sev,sev_compiler/syntax,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/type/slice_bounds.sev,sev_compiler/syntax,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/type/storage.sev,sev_compiler/syntax,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/type/system.sev,sev_compiler/syntax,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/type/tagged.sev,sev_compiler/syntax,yes,no,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
sev_compiler/syntax/type/type.sev,sev_compiler/syntax,yes,yes,no direct block-graph integration identified,no dedicated block graph producer/consumer role identified; may support other compiler paths,not analyzed: package resolution failed,unavailable,none produced by this build
